Id,Weekly_Sales
25_23_2013-05-17,19176.30319999998
25_23_2013-05-24,19176.30319999998
25_23_2013-05-31,19176.30319999998
25_23_2013-06-07,19176.30319999998
25_23_2013-06-14,19176.30319999998
25_23_2013-06-21,19176.30319999998
25_23_2013-06-28,19176.30319999998
25_23_2013-07-05,19176.30319999998
25_23_2013-07-12,19176.30319999998
25_23_2013-07-19,19176.30319999998
25_23_2013-07-26,19176.30319999998
25_24_2012-11-02,5177.812499999997
25_24_2012-11-09,5177.812499999997
25_24_2012-11-16,5177.812499999997
25_24_2012-11-23,3102.1655999999994
25_24_2012-11-30,5177.812499999997
25_24_2012-12-07,5177.812499999997
25_24_2012-12-14,5177.812499999997
25_24_2012-12-21,5177.812499999997
25_24_2012-12-28,3102.1655999999994
25_24_2013-01-04,5177.812499999997
25_24_2013-01-11,5177.812499999997
25_24_2013-01-18,5177.812499999997
25_24_2013-01-25,5177.812499999997
25_24_2013-02-01,5177.812499999997
25_24_2013-02-08,3102.1655999999994
25_24_2013-02-15,5177.812499999997
25_24_2013-02-22,5177.812499999997
25_24_2013-03-01,5177.812499999997
25_24_2013-03-08,5177.812499999997
25_24_2013-03-15,5177.812499999997
25_24_2013-03-22,5177.812499999997
25_24_2013-03-29,5177.812499999997
25_24_2013-04-05,5177.812499999997
25_24_2013-04-12,5177.812499999997
25_24_2013-04-19,5177.812499999997
25_24_2013-04-26,5177.812499999997
25_24_2013-05-03,5177.812499999997
25_24_2013-05-10,5177.812499999997
25_24_2013-05-17,5177.812499999997
25_24_2013-05-24,5177.812499999997
25_24_2013-05-31,5177.812499999997
25_24_2013-06-07,5177.812499999997
25_24_2013-06-14,5177.812499999997
25_24_2013-06-21,5177.812499999997
25_24_2013-06-28,5177.812499999997
25_24_2013-07-05,5177.812499999997
25_24_2013-07-12,5177.812499999997
25_24_2013-07-19,5177.812499999997
25_24_2013-07-26,5177.812499999997
25_25_2012-11-02,9354.228399999998
25_25_2012-11-09,9354.228399999998
25_25_2012-11-16,9354.228399999998
25_25_2012-11-23,8330.907399999998
25_25_2012-11-30,9354.228399999998
25_25_2012-12-07,9354.228399999998
25_25_2012-12-14,9354.228399999998
25_25_2012-12-21,9354.228399999998
25_25_2012-12-28,8330.907399999998
25_25_2013-01-04,9354.228399999998
25_25_2013-01-11,9354.228399999998
25_25_2013-01-18,9354.228399999998
25_25_2013-01-25,9354.228399999998
25_25_2013-02-01,9354.228399999998
25_25_2013-02-08,8330.907399999998
25_25_2013-02-15,9354.228399999998
25_25_2013-02-22,9354.228399999998
25_25_2013-03-01,9354.228399999998
25_25_2013-03-08,9354.228399999998
25_25_2013-03-15,9354.228399999998
25_25_2013-03-22,9354.228399999998
25_25_2013-03-29,9354.228399999998
25_25_2013-04-05,9354.228399999998
25_25_2013-04-12,9354.228399999998
25_25_2013-04-19,9354.228399999998
25_25_2013-04-26,9354.228399999998
25_25_2013-05-03,9354.228399999998
25_25_2013-05-10,9354.228399999998
25_25_2013-05-17,9354.228399999998
25_25_2013-05-24,9354.228399999998
25_25_2013-05-31,9354.228399999998
25_25_2013-06-07,9354.228399999998
25_25_2013-06-14,9354.228399999998
25_25_2013-06-21,9354.228399999998
25_25_2013-06-28,9354.228399999998
25_25_2013-07-05,9354.228399999998
25_25_2013-07-12,9354.228399999998
25_25_2013-07-19,9354.228399999998
25_25_2013-07-26,9354.228399999998
25_26_2012-11-02,6465.678100000004
25_26_2012-11-09,6465.678100000004
25_26_2012-11-16,6465.678100000004
25_26_2012-11-23,5319.655200000001
25_26_2012-11-30,6465.678100000004
25_26_2012-12-07,6465.678100000004
25_26_2012-12-14,6465.678100000004
25_26_2012-12-21,6465.678100000004
25_26_2012-12-28,5319.655200000001
25_26_2013-01-04,6465.678100000004
25_26_2013-01-11,6465.678100000004
25_26_2013-01-18,6465.678100000004
25_26_2013-01-25,6465.678100000004
25_26_2013-02-01,6465.678100000004
25_26_2013-02-08,5319.655200000001
25_26_2013-02-15,6465.678100000004
25_26_2013-02-22,6465.678100000004
25_26_2013-03-01,6465.678100000004
25_26_2013-03-08,6465.678100000004
25_26_2013-03-15,6465.678100000004
25_26_2013-03-22,6465.678100000004
25_26_2013-03-29,6465.678100000004
25_26_2013-04-05,6465.678100000004
25_26_2013-04-12,6465.678100000004
25_26_2013-04-19,6465.678100000004
25_26_2013-04-26,6465.678100000004
25_26_2013-05-03,6465.678100000004
25_26_2013-05-10,6465.678100000004
25_26_2013-05-17,6465.678100000004
25_26_2013-05-24,6465.678100000004
25_26_2013-05-31,6465.678100000004
25_26_2013-06-07,6465.678100000004
25_26_2013-06-14,6465.678100000004
25_26_2013-06-21,6465.678100000004
25_26_2013-06-28,6465.678100000004
25_26_2013-07-05,6465.678100000004
25_26_2013-07-12,6465.678100000004
25_26_2013-07-19,6465.678100000004
25_26_2013-07-26,6465.678100000004
25_27_2012-11-02,2705.6817000000005
25_27_2012-11-09,2705.6817000000005
25_27_2012-11-16,2705.6817000000005
25_27_2012-11-23,2288.833800000001
25_27_2012-11-30,2705.6817000000005
25_27_2012-12-07,2705.6817000000005
25_27_2012-12-14,2705.6817000000005
25_27_2012-12-21,2705.6817000000005
25_27_2012-12-28,2288.833800000001
25_27_2013-01-04,2705.6817000000005
25_27_2013-01-11,2705.6817000000005
25_27_2013-01-18,2705.6817000000005
25_27_2013-01-25,2705.6817000000005
25_27_2013-02-01,2705.6817000000005
25_27_2013-02-08,2288.833800000001
25_27_2013-02-15,2705.6817000000005
25_27_2013-02-22,2705.6817000000005
25_27_2013-03-01,2705.6817000000005
25_27_2013-03-08,2705.6817000000005
25_27_2013-03-15,2705.6817000000005
25_27_2013-03-22,2705.6817000000005
25_27_2013-03-29,2705.6817000000005
25_27_2013-04-05,2705.6817000000005
25_27_2013-04-12,2705.6817000000005
25_27_2013-04-19,2705.6817000000005
25_27_2013-04-26,2705.6817000000005
25_27_2013-05-03,2705.6817000000005
25_27_2013-05-10,2705.6817000000005
25_27_2013-05-17,2705.6817000000005
25_27_2013-05-24,2705.6817000000005
25_27_2013-05-31,2705.6817000000005
25_27_2013-06-07,2705.6817000000005
25_27_2013-06-14,2705.6817000000005
25_27_2013-06-21,2705.6817000000005
25_27_2013-06-28,2705.6817000000005
25_27_2013-07-05,2705.6817000000005
25_27_2013-07-12,2705.6817000000005
25_27_2013-07-19,2705.6817000000005
25_27_2013-07-26,2705.6817000000005
25_28_2012-11-02,924.1242000000003
25_28_2012-11-09,924.1242000000003
25_28_2012-11-16,924.1242000000003
25_28_2012-11-23,722.3244999999998
25_28_2012-11-30,924.1242000000003
25_28_2012-12-07,924.1242000000003
25_28_2012-12-14,924.1242000000003
25_28_2012-12-21,924.1242000000003
25_28_2012-12-28,722.3244999999998
25_28_2013-01-04,924.1242000000003
25_28_2013-01-11,924.1242000000003
25_28_2013-01-18,924.1242000000003
25_28_2013-01-25,924.1242000000003
25_28_2013-02-01,924.1242000000003
25_28_2013-02-08,722.3244999999998
25_28_2013-02-15,924.1242000000003
25_28_2013-02-22,924.1242000000003
25_28_2013-03-01,924.1242000000003
25_28_2013-03-08,924.1242000000003
25_28_2013-03-15,924.1242000000003
25_28_2013-03-22,924.1242000000003
25_28_2013-03-29,924.1242000000003
25_28_2013-04-05,924.1242000000003
25_28_2013-04-12,924.1242000000003
25_28_2013-04-19,924.1242000000003
25_28_2013-04-26,924.1242000000003
25_28_2013-05-03,924.1242000000003
25_28_2013-05-10,924.1242000000003
25_28_2013-05-17,924.1242000000003
25_28_2013-05-24,924.1242000000003
25_28_2013-05-31,924.1242000000003
25_28_2013-06-07,924.1242000000003
25_28_2013-06-14,924.1242000000003
25_28_2013-06-21,924.1242000000003
25_28_2013-06-28,924.1242000000003
25_28_2013-07-05,924.1242000000003
25_28_2013-07-12,924.1242000000003
25_28_2013-07-19,924.1242000000003
25_28_2013-07-26,924.1242000000003
25_29_2012-11-02,5434.329199999998
25_29_2012-11-09,5434.329199999998
25_29_2012-11-16,5434.329199999998
25_29_2012-11-23,4830.156500000001
25_29_2012-11-30,5434.329199999998
25_29_2012-12-07,5434.329199999998
25_29_2012-12-14,5434.329199999998
25_29_2012-12-21,5434.329199999998
25_29_2012-12-28,4830.156500000001
25_29_2013-01-04,5434.329199999998
25_29_2013-01-11,5434.329199999998
25_29_2013-01-18,5434.329199999998
25_29_2013-01-25,5434.329199999998
25_29_2013-02-01,5434.329199999998
25_29_2013-02-08,4830.156500000001
25_29_2013-02-15,5434.329199999998
25_29_2013-02-22,5434.329199999998
25_29_2013-03-01,5434.329199999998
25_29_2013-03-08,5434.329199999998
25_29_2013-03-15,5434.329199999998
25_29_2013-03-22,5434.329199999998
25_29_2013-03-29,5434.329199999998
25_29_2013-04-05,5434.329199999998
25_29_2013-04-12,5434.329199999998
25_29_2013-04-19,5434.329199999998
25_29_2013-04-26,5434.329199999998
25_29_2013-05-03,5434.329199999998
25_29_2013-05-10,5434.329199999998
25_29_2013-05-17,5434.329199999998
25_29_2013-05-24,5434.329199999998
25_29_2013-05-31,5434.329199999998
25_29_2013-06-07,5434.329199999998
25_29_2013-06-14,5434.329199999998
25_29_2013-06-21,5434.329199999998
25_29_2013-06-28,5434.329199999998
25_29_2013-07-05,5434.329199999998
25_29_2013-07-12,5434.329199999998
25_29_2013-07-19,5434.329199999998
25_29_2013-07-26,5434.329199999998
25_30_2012-11-02,2838.204
25_30_2012-11-09,2838.204
25_30_2012-11-16,2838.204
25_30_2012-11-23,3047.0695000000005
25_30_2012-11-30,2838.204
25_30_2012-12-07,2838.204
25_30_2012-12-14,2838.204
25_30_2012-12-21,2838.204
25_30_2012-12-28,3047.0695000000005
25_30_2013-01-04,2838.204
25_30_2013-01-11,2838.204
25_30_2013-01-18,2838.204
25_30_2013-01-25,2838.204
25_30_2013-02-01,2838.204
25_30_2013-02-08,3047.0695000000005
25_30_2013-02-15,2838.204
25_30_2013-02-22,2838.204
25_30_2013-03-01,2838.204
25_30_2013-03-08,2838.204
25_30_2013-03-15,2838.204
25_30_2013-03-22,2838.204
25_30_2013-03-29,2838.204
25_30_2013-04-05,2838.204
25_30_2013-04-12,2838.204
25_30_2013-04-19,2838.204
25_30_2013-04-26,2838.204
25_30_2013-05-03,2838.204
25_30_2013-05-10,2838.204
25_30_2013-05-17,2838.204
25_30_2013-05-24,2838.204
25_30_2013-05-31,2838.204
25_30_2013-06-07,2838.204
25_30_2013-06-14,2838.204
25_30_2013-06-21,2838.204
25_30_2013-06-28,2838.204
25_30_2013-07-05,2838.204
25_30_2013-07-12,2838.204
25_30_2013-07-19,2838.204
25_30_2013-07-26,2838.204
25_31_2012-11-02,3242.8472
25_31_2012-11-09,3242.8472
25_31_2012-11-16,3242.8472
25_31_2012-11-23,2841.5514000000003
25_31_2012-11-30,3242.8472
25_31_2012-12-07,3242.8472
25_31_2012-12-14,3242.8472
25_31_2012-12-21,3242.8472
25_31_2012-12-28,2841.5514000000003
25_31_2013-01-04,3242.8472
25_31_2013-01-11,3242.8472
25_31_2013-01-18,3242.8472
25_31_2013-01-25,3242.8472
25_31_2013-02-01,3242.8472
25_31_2013-02-08,2841.5514000000003
25_31_2013-02-15,3242.8472
25_31_2013-02-22,3242.8472
25_31_2013-03-01,3242.8472
25_31_2013-03-08,3242.8472
25_31_2013-03-15,3242.8472
25_31_2013-03-22,3242.8472
25_31_2013-03-29,3242.8472
25_31_2013-04-05,3242.8472
25_31_2013-04-12,3242.8472
25_31_2013-04-19,3242.8472
25_31_2013-04-26,3242.8472
25_31_2013-05-03,3242.8472
25_31_2013-05-10,3242.8472
25_31_2013-05-17,3242.8472
25_31_2013-05-24,3242.8472
25_31_2013-05-31,3242.8472
25_31_2013-06-07,3242.8472
25_31_2013-06-14,3242.8472
25_31_2013-06-21,3242.8472
25_31_2013-06-28,3242.8472
25_31_2013-07-05,3242.8472
25_31_2013-07-12,3242.8472
25_31_2013-07-19,3242.8472
25_31_2013-07-26,3242.8472
25_32_2012-11-02,7534.350799999998
25_32_2012-11-09,7534.350799999998
25_32_2012-11-16,7534.350799999998
25_32_2012-11-23,6800.9634
25_32_2012-11-30,7534.350799999998
25_32_2012-12-07,7534.350799999998
25_32_2012-12-14,7534.350799999998
25_32_2012-12-21,7534.350799999998
25_32_2012-12-28,6800.9634
25_32_2013-01-04,7534.350799999998
25_32_2013-01-11,7534.350799999998
25_32_2013-01-18,7534.350799999998
25_32_2013-01-25,7534.350799999998
25_32_2013-02-01,7534.350799999998
25_32_2013-02-08,6800.9634
25_32_2013-02-15,7534.350799999998
25_32_2013-02-22,7534.350799999998
25_32_2013-03-01,7534.350799999998
25_32_2013-03-08,7534.350799999998
25_32_2013-03-15,7534.350799999998
25_32_2013-03-22,7534.350799999998
25_32_2013-03-29,7534.350799999998
25_32_2013-04-05,7534.350799999998
25_32_2013-04-12,7534.350799999998
25_32_2013-04-19,7534.350799999998
25_32_2013-04-26,7534.350799999998
25_32_2013-05-03,7534.350799999998
25_32_2013-05-10,7534.350799999998
25_32_2013-05-17,7534.350799999998
25_32_2013-05-24,7534.350799999998
25_32_2013-05-31,7534.350799999998
25_32_2013-06-07,7534.350799999998
25_32_2013-06-14,7534.350799999998
25_32_2013-06-21,7534.350799999998
25_32_2013-06-28,7534.350799999998
25_32_2013-07-05,7534.350799999998
25_32_2013-07-12,7534.350799999998
25_32_2013-07-19,7534.350799999998
25_32_2013-07-26,7534.350799999998
25_33_2012-11-02,7412.296300000004
25_33_2012-11-09,7412.296300000004
25_33_2012-11-16,7412.296300000004
25_33_2012-11-23,4658.8814999999995
25_33_2012-11-30,7412.296300000004
25_33_2012-12-07,7412.296300000004
25_33_2012-12-14,7412.296300000004
25_33_2012-12-21,7412.296300000004
25_33_2012-12-28,4658.8814999999995
25_33_2013-01-04,7412.296300000004
25_33_2013-01-11,7412.296300000004
25_33_2013-01-18,7412.296300000004
25_33_2013-01-25,7412.296300000004
25_33_2013-02-01,7412.296300000004
25_33_2013-02-08,4658.8814999999995
25_33_2013-02-15,7412.296300000004
25_33_2013-02-22,7412.296300000004
25_33_2013-03-01,7412.296300000004
25_33_2013-03-08,7412.296300000004
25_33_2013-03-15,7412.296300000004
25_33_2013-03-22,7412.296300000004
25_33_2013-03-29,7412.296300000004
25_33_2013-04-05,7412.296300000004
25_33_2013-04-12,7412.296300000004
25_33_2013-04-19,7412.296300000004
25_33_2013-04-26,7412.296300000004
25_33_2013-05-03,7412.296300000004
25_33_2013-05-10,7412.296300000004
25_33_2013-05-17,7412.296300000004
25_33_2013-05-24,7412.296300000004
25_33_2013-05-31,7412.296300000004
25_33_2013-06-07,7412.296300000004
25_33_2013-06-14,7412.296300000004
25_33_2013-06-21,7412.296300000004
25_33_2013-06-28,7412.296300000004
25_33_2013-07-05,7412.296300000004
25_33_2013-07-12,7412.296300000004
25_33_2013-07-19,7412.296300000004
25_33_2013-07-26,7412.296300000004
25_34_2012-11-02,12257.832500000004
25_34_2012-11-09,12257.832500000004
25_34_2012-11-16,12257.832500000004
25_34_2012-11-23,9937.806999999999
25_34_2012-11-30,12257.832500000004
25_34_2012-12-07,12257.832500000004
25_34_2012-12-14,12257.832500000004
25_34_2012-12-21,12257.832500000004
25_34_2012-12-28,9937.806999999999
25_34_2013-01-04,12257.832500000004
25_34_2013-01-11,12257.832500000004
25_34_2013-01-18,12257.832500000004
25_34_2013-01-25,12257.832500000004
25_34_2013-02-01,12257.832500000004
25_34_2013-02-08,9937.806999999999
25_34_2013-02-15,12257.832500000004
25_34_2013-02-22,12257.832500000004
25_34_2013-03-01,12257.832500000004
25_34_2013-03-08,12257.832500000004
25_34_2013-03-15,12257.832500000004
25_34_2013-03-22,12257.832500000004
25_34_2013-03-29,12257.832500000004
25_34_2013-04-05,12257.832500000004
25_34_2013-04-12,12257.832500000004
25_34_2013-04-19,12257.832500000004
25_34_2013-04-26,12257.832500000004
25_34_2013-05-03,12257.832500000004
25_34_2013-05-10,12257.832500000004
25_34_2013-05-17,12257.832500000004
25_34_2013-05-24,12257.832500000004
25_34_2013-05-31,12257.832500000004
25_34_2013-06-07,12257.832500000004
25_34_2013-06-14,12257.832500000004
25_34_2013-06-21,12257.832500000004
25_34_2013-06-28,12257.832500000004
25_34_2013-07-05,12257.832500000004
25_34_2013-07-12,12257.832500000004
25_34_2013-07-19,12257.832500000004
25_34_2013-07-26,12257.832500000004
25_35_2012-11-02,2281.5562999999993
25_35_2012-11-09,2281.5562999999993
25_35_2012-11-16,2281.5562999999993
25_35_2012-11-23,1951.9696999999987
25_35_2012-11-30,2281.5562999999993
25_35_2012-12-07,2281.5562999999993
25_35_2012-12-14,2281.5562999999993
25_35_2012-12-21,2281.5562999999993
25_35_2012-12-28,1951.9696999999987
25_35_2013-01-04,2281.5562999999993
25_35_2013-01-11,2281.5562999999993
25_35_2013-01-18,2281.5562999999993
25_35_2013-01-25,2281.5562999999993
25_35_2013-02-01,2281.5562999999993
25_35_2013-02-08,1951.9696999999987
25_35_2013-02-15,2281.5562999999993
25_35_2013-02-22,2281.5562999999993
25_35_2013-03-01,2281.5562999999993
25_35_2013-03-08,2281.5562999999993
25_35_2013-03-15,2281.5562999999993
25_35_2013-03-22,2281.5562999999993
25_35_2013-03-29,2281.5562999999993
25_35_2013-04-05,2281.5562999999993
25_35_2013-04-12,2281.5562999999993
25_35_2013-04-19,2281.5562999999993
25_35_2013-04-26,2281.5562999999993
25_35_2013-05-03,2281.5562999999993
25_35_2013-05-10,2281.5562999999993
25_35_2013-05-17,2281.5562999999993
25_35_2013-05-24,2281.5562999999993
25_35_2013-05-31,2281.5562999999993
25_35_2013-06-07,2281.5562999999993
25_35_2013-06-14,2281.5562999999993
25_35_2013-06-21,2281.5562999999993
25_35_2013-06-28,2281.5562999999993
25_35_2013-07-05,2281.5562999999993
25_35_2013-07-12,2281.5562999999993
25_35_2013-07-19,2281.5562999999993
25_35_2013-07-26,2281.5562999999993
25_36_2012-11-02,2561.349100000001
25_36_2012-11-09,2561.349100000001
25_36_2012-11-16,2561.349100000001
25_36_2012-11-23,2216.7410000000004
25_36_2012-11-30,2561.349100000001
25_36_2012-12-07,2561.349100000001
25_36_2012-12-14,2561.349100000001
25_36_2012-12-21,2561.349100000001
25_36_2012-12-28,2216.7410000000004
25_36_2013-01-04,2561.349100000001
25_36_2013-01-11,2561.349100000001
25_36_2013-01-18,2561.349100000001
25_36_2013-01-25,2561.349100000001
25_36_2013-02-01,2561.349100000001
25_36_2013-02-08,2216.7410000000004
25_36_2013-02-15,2561.349100000001
25_36_2013-02-22,2561.349100000001
25_36_2013-03-01,2561.349100000001
25_36_2013-03-08,2561.349100000001
25_36_2013-03-15,2561.349100000001
25_36_2013-03-22,2561.349100000001
25_36_2013-03-29,2561.349100000001
25_36_2013-04-05,2561.349100000001
25_36_2013-04-12,2561.349100000001
25_36_2013-04-19,2561.349100000001
25_36_2013-04-26,2561.349100000001
25_36_2013-05-03,2561.349100000001
25_36_2013-05-10,2561.349100000001
25_36_2013-05-17,2561.349100000001
25_36_2013-05-24,2561.349100000001
25_36_2013-05-31,2561.349100000001
25_36_2013-06-07,2561.349100000001
25_36_2013-06-14,2561.349100000001
25_36_2013-06-21,2561.349100000001
25_36_2013-06-28,2561.349100000001
25_36_2013-07-05,2561.349100000001
25_36_2013-07-12,2561.349100000001
25_36_2013-07-19,2561.349100000001
25_36_2013-07-26,2561.349100000001
25_37_2012-11-02,5821.510799999998
25_37_2012-11-09,5821.510799999998
25_37_2012-11-16,5821.510799999998
25_37_2012-11-23,4328.2979
25_37_2012-11-30,5821.510799999998
25_37_2012-12-07,5821.510799999998
25_37_2012-12-14,5821.510799999998
25_37_2012-12-21,5821.510799999998
25_37_2012-12-28,4328.2979
25_37_2013-01-04,5821.510799999998
25_37_2013-01-11,5821.510799999998
25_37_2013-01-18,5821.510799999998
25_37_2013-01-25,5821.510799999998
25_37_2013-02-01,5821.510799999998
25_37_2013-02-08,4328.2979
25_37_2013-02-15,5821.510799999998
25_37_2013-02-22,5821.510799999998
25_37_2013-03-01,5821.510799999998
25_37_2013-03-08,5821.510799999998
25_37_2013-03-15,5821.510799999998
25_37_2013-03-22,5821.510799999998
25_37_2013-03-29,5821.510799999998
25_37_2013-04-05,5821.510799999998
25_37_2013-04-12,5821.510799999998
25_37_2013-04-19,5821.510799999998
25_37_2013-04-26,5821.510799999998
25_37_2013-05-03,5821.510799999998
25_37_2013-05-10,5821.510799999998
25_37_2013-05-17,5821.510799999998
25_37_2013-05-24,5821.510799999998
25_37_2013-05-31,5821.510799999998
25_37_2013-06-07,5821.510799999998
25_37_2013-06-14,5821.510799999998
25_37_2013-06-21,5821.510799999998
25_37_2013-06-28,5821.510799999998
25_37_2013-07-05,5821.510799999998
25_37_2013-07-12,5821.510799999998
25_37_2013-07-19,5821.510799999998
25_37_2013-07-26,5821.510799999998
25_38_2012-11-02,40804.41909999997
25_38_2012-11-09,40804.41909999997
25_38_2012-11-16,40804.41909999997
25_38_2012-11-23,39999.080399999984
25_38_2012-11-30,40804.41909999997
25_38_2012-12-07,40804.41909999997
25_38_2012-12-14,40804.41909999997
25_38_2012-12-21,40804.41909999997
25_38_2012-12-28,39999.080399999984
25_38_2013-01-04,40804.41909999997
25_38_2013-01-11,40804.41909999997
25_38_2013-01-18,40804.41909999997
25_38_2013-01-25,40804.41909999997
25_38_2013-02-01,40804.41909999997
25_38_2013-02-08,39999.080399999984
25_38_2013-02-15,40804.41909999997
25_38_2013-02-22,40804.41909999997
25_38_2013-03-01,40804.41909999997
25_38_2013-03-08,40804.41909999997
25_38_2013-03-15,40804.41909999997
25_38_2013-03-22,40804.41909999997
25_38_2013-03-29,40804.41909999997
25_38_2013-04-05,40804.41909999997
25_38_2013-04-12,40804.41909999997
25_38_2013-04-19,40804.41909999997
25_38_2013-04-26,40804.41909999997
25_38_2013-05-03,40804.41909999997
25_38_2013-05-10,40804.41909999997
25_38_2013-05-17,40804.41909999997
25_38_2013-05-24,40804.41909999997
25_38_2013-05-31,40804.41909999997
25_38_2013-06-07,40804.41909999997
25_38_2013-06-14,40804.41909999997
25_38_2013-06-21,40804.41909999997
25_38_2013-06-28,40804.41909999997
25_38_2013-07-05,40804.41909999997
25_38_2013-07-12,40804.41909999997
25_38_2013-07-19,40804.41909999997
25_38_2013-07-26,40804.41909999997
25_40_2012-11-02,39564.43179999999
25_40_2012-11-09,39564.43179999999
25_40_2012-11-16,39564.43179999999
25_40_2012-11-23,36208.48450000002
25_40_2012-11-30,39564.43179999999
25_40_2012-12-07,39564.43179999999
25_40_2012-12-14,39564.43179999999
25_40_2012-12-21,39564.43179999999
25_40_2012-12-28,36208.48450000002
25_40_2013-01-04,39564.43179999999
25_40_2013-01-11,39564.43179999999
25_40_2013-01-18,39564.43179999999
25_40_2013-01-25,39564.43179999999
25_40_2013-02-01,39564.43179999999
25_40_2013-02-08,36208.48450000002
25_40_2013-02-15,39564.43179999999
25_40_2013-02-22,39564.43179999999
25_40_2013-03-01,39564.43179999999
25_40_2013-03-08,39564.43179999999
25_40_2013-03-15,39564.43179999999
25_40_2013-03-22,39564.43179999999
25_40_2013-03-29,39564.43179999999
25_40_2013-04-05,39564.43179999999
25_40_2013-04-12,39564.43179999999
25_40_2013-04-19,39564.43179999999
25_40_2013-04-26,39564.43179999999
25_40_2013-05-03,39564.43179999999
25_40_2013-05-10,39564.43179999999
25_40_2013-05-17,39564.43179999999
25_40_2013-05-24,39564.43179999999
25_40_2013-05-31,39564.43179999999
25_40_2013-06-07,39564.43179999999
25_40_2013-06-14,39564.43179999999
25_40_2013-06-21,39564.43179999999
25_40_2013-06-28,39564.43179999999
25_40_2013-07-05,39564.43179999999
25_40_2013-07-12,39564.43179999999
25_40_2013-07-19,39564.43179999999
25_40_2013-07-26,39564.43179999999
25_41_2012-11-02,3943.7973000000015
25_41_2012-11-09,3943.7973000000015
25_41_2012-11-16,3943.7973000000015
25_41_2012-11-23,3523.9010000000017
25_41_2012-11-30,3943.7973000000015
25_41_2012-12-07,3943.7973000000015
25_41_2012-12-14,3943.7973000000015
25_41_2012-12-21,3943.7973000000015
25_41_2012-12-28,3523.9010000000017
25_41_2013-01-04,3943.7973000000015
25_41_2013-01-11,3943.7973000000015
25_41_2013-01-18,3943.7973000000015
25_41_2013-01-25,3943.7973000000015
25_41_2013-02-01,3943.7973000000015
25_41_2013-02-08,3523.9010000000017
25_41_2013-02-15,3943.7973000000015
25_41_2013-02-22,3943.7973000000015
25_41_2013-03-01,3943.7973000000015
25_41_2013-03-08,3943.7973000000015
25_41_2013-03-15,3943.7973000000015
25_41_2013-03-22,3943.7973000000015
25_41_2013-03-29,3943.7973000000015
25_41_2013-04-05,3943.7973000000015
25_41_2013-04-12,3943.7973000000015
25_41_2013-04-19,3943.7973000000015
25_41_2013-04-26,3943.7973000000015
25_41_2013-05-03,3943.7973000000015
25_41_2013-05-10,3943.7973000000015
25_41_2013-05-17,3943.7973000000015
25_41_2013-05-24,3943.7973000000015
25_41_2013-05-31,3943.7973000000015
25_41_2013-06-07,3943.7973000000015
25_41_2013-06-14,3943.7973000000015
25_41_2013-06-21,3943.7973000000015
25_41_2013-06-28,3943.7973000000015
25_41_2013-07-05,3943.7973000000015
25_41_2013-07-12,3943.7973000000015
25_41_2013-07-19,3943.7973000000015
25_41_2013-07-26,3943.7973000000015
25_42_2012-11-02,6065.596499999999
25_42_2012-11-09,6065.596499999999
25_42_2012-11-16,6065.596499999999
25_42_2012-11-23,5547.503799999998
25_42_2012-11-30,6065.596499999999
25_42_2012-12-07,6065.596499999999
25_42_2012-12-14,6065.596499999999
25_42_2012-12-21,6065.596499999999
25_42_2012-12-28,5547.503799999998
25_42_2013-01-04,6065.596499999999
25_42_2013-01-11,6065.596499999999
25_42_2013-01-18,6065.596499999999
25_42_2013-01-25,6065.596499999999
25_42_2013-02-01,6065.596499999999
25_42_2013-02-08,5547.503799999998
25_42_2013-02-15,6065.596499999999
25_42_2013-02-22,6065.596499999999
25_42_2013-03-01,6065.596499999999
25_42_2013-03-08,6065.596499999999
25_42_2013-03-15,6065.596499999999
25_42_2013-03-22,6065.596499999999
25_42_2013-03-29,6065.596499999999
25_42_2013-04-05,6065.596499999999
25_42_2013-04-12,6065.596499999999
25_42_2013-04-19,6065.596499999999
25_42_2013-04-26,6065.596499999999
25_42_2013-05-03,6065.596499999999
25_42_2013-05-10,6065.596499999999
25_42_2013-05-17,6065.596499999999
25_42_2013-05-24,6065.596499999999
25_42_2013-05-31,6065.596499999999
25_42_2013-06-07,6065.596499999999
25_42_2013-06-14,6065.596499999999
25_42_2013-06-21,6065.596499999999
25_42_2013-06-28,6065.596499999999
25_42_2013-07-05,6065.596499999999
25_42_2013-07-12,6065.596499999999
25_42_2013-07-19,6065.596499999999
25_42_2013-07-26,6065.596499999999
25_44_2012-11-02,8756.998999999996
25_44_2012-11-09,8756.998999999996
25_44_2012-11-16,8756.998999999996
25_44_2012-11-23,6469.386199999996
25_44_2012-11-30,8756.998999999996
25_44_2012-12-07,8756.998999999996
25_44_2012-12-14,8756.998999999996
25_44_2012-12-21,8756.998999999996
25_44_2012-12-28,6469.386199999996
25_44_2013-01-04,8756.998999999996
25_44_2013-01-11,8756.998999999996
25_44_2013-01-18,8756.998999999996
25_44_2013-01-25,8756.998999999996
25_44_2013-02-01,8756.998999999996
25_44_2013-02-08,6469.386199999996
25_44_2013-02-15,8756.998999999996
25_44_2013-02-22,8756.998999999996
25_44_2013-03-01,8756.998999999996
25_44_2013-03-08,8756.998999999996
25_44_2013-03-15,8756.998999999996
25_44_2013-03-22,8756.998999999996
25_44_2013-03-29,8756.998999999996
25_44_2013-04-05,8756.998999999996
25_44_2013-04-12,8756.998999999996
25_44_2013-04-19,8756.998999999996
25_44_2013-04-26,8756.998999999996
